exercise_id,name,category,difficulty,duration_min,calories_burn_est,equipment,description
7252,Exercise_7252_press,Full Body,Beginner,16,509,dumbbell,lift press crunch pull row run row press
7253,Exercise_7253_lift,Back,Advanced,80,304,bodyweight,jump squat row pull row pull push press
7254,Exercise_7254_lift,Arms,Beginner,73,1039,none,run curl hold curl run curl lift press
7255,Exercise_7255_press,Shoulders,Beginner,42,4,resistance band,push jump jump curl curl run pull crunch
7256,Exercise_7256_jump,Core,Beginner,49,1103,dumbbell,curl press lift press push jump pull press
7257,Exercise_7257_run,Shoulders,Advanced,74,1022,none,crunch pull press curl push jump lift crunch
7258,Exercise_7258_run,Chest,Beginner,40,1001,none,run squat run curl run press squat push
7259,Exercise_7259_run,Legs,Intermediate,107,27,barbell,run squat pull press crunch row press press
7260,Exercise_7260_crunch,Cardio,Advanced,82,786,dumbbell,run push curl hold pull push pull squat
7261,Exercise_7261_crunch,Core,Advanced,61,1046,resistance band,lift pull push hold press lift squat press
7262,Exercise_7262_pull,Back,Intermediate,118,849,resistance band,press push jump push run push run curl
7263,Exercise_7263_push,Chest,Beginner,75,1331,dumbbell,row crunch press curl hold row lift curl
7264,Exercise_7264_press,Arms,Beginner,39,834,machine,curl lift jump curl push push jump push
7265,Exercise_7265_crunch,Legs,Beginner,23,934,resistance band,crunch hold jump crunch crunch hold push run
7266,Exercise_7266_row,Full Body,Advanced,23,821,none,run hold lift lift squat press lift pull
7267,Exercise_7267_press,Full Body,Advanced,53,997,none,squat squat hold squat curl lift pull lift
7268,Exercise_7268_hold,Arms,Intermediate,110,1362,bodyweight,row squat hold pull jump squat run jump
7269,Exercise_7269_jump,Core,Advanced,112,1133,resistance band,run squat pull hold push run crunch curl
7270,Exercise_7270_lift,Back,Beginner,46,656,dumbbell,pull squat crunch press row press run pull
7271,Exercise_7271_crunch,Back,Beginner,88,691,none,crunch press curl pull push row run curl
7272,Exercise_7272_lift,Arms,Advanced,93,987,kettlebell,curl curl run pull crunch lift hold curl
7273,Exercise_7273_lift,Chest,Intermediate,86,1154,kettlebell,push jump pull push curl squat lift pull
7274,Exercise_7274_curl,Legs,Beginner,83,1222,kettlebell,squat lift crunch curl lift press run curl
7275,Exercise_7275_jump,Arms,Beginner,104,1086,none,press crunch crunch press run row curl run
7276,Exercise_7276_press,Full Body,Beginner,95,1278,barbell,squat press push run jump jump run press
7277,Exercise_7277_press,Back,Intermediate,84,1198,barbell,row row lift jump hold press jump press
7278,Exercise_7278_row,Full Body,Intermediate,20,1175,barbell,pull press hold squat squat run run run
7279,Exercise_7279_push,Back,Beginner,68,639,resistance band,push run lift run press press push press
7280,Exercise_7280_jump,Core,Beginner,43,1272,barbell,press press squat press crunch crunch jump press
7281,Exercise_7281_press,Chest,Beginner,53,1370,barbell,run push pull curl row press lift pull
7282,Exercise_7282_push,Full Body,Intermediate,11,769,machine,push hold curl press run press lift run
7283,Exercise_7283_push,Legs,Beginner,37,628,machine,run push crunch run press press pull press
7284,Exercise_7284_press,Shoulders,Advanced,90,906,dumbbell,press run run row row hold crunch run
7285,Exercise_7285_crunch,Chest,Intermediate,119,1132,kettlebell,push pull pull jump row run press crunch
7286,Exercise_7286_lift,Core,Intermediate,13,856,none,jump press squat jump crunch press press hold
7287,Exercise_7287_press,Chest,Intermediate,14,1308,resistance band,lift squat crunch run row press crunch pull
7288,Exercise_7288_lift,Shoulders,Intermediate,107,1299,none,crunch press curl push press jump row row
7289,Exercise_7289_pull,Shoulders,Intermediate,85,549,kettlebell,pull press push curl hold pull push crunch
7290,Exercise_7290_run,Arms,Advanced,79,658,bodyweight,run run press press curl press push press
7291,Exercise_7291_row,Shoulders,Advanced,113,1355,barbell,jump pull row lift lift hold press run
7292,Exercise_7292_press,Chest,Advanced,33,872,barbell,lift curl pull crunch jump hold squat jump
7293,Exercise_7293_push,Back,Beginner,51,1149,resistance band,push curl jump lift lift press pull curl
7294,Exercise_7294_press,Shoulders,Intermediate,80,210,none,press press push hold lift curl press run
7295,Exercise_7295_lift,Arms,Intermediate,39,1363,bodyweight,press jump squat crunch hold hold curl lift
7296,Exercise_7296_curl,Arms,Beginner,4,72,machine,run push hold push lift run squat run
7297,Exercise_7297_run,Arms,Intermediate,15,1392,dumbbell,crunch press curl press lift squat curl curl
7298,Exercise_7298_push,Chest,Advanced,57,1235,none,press jump jump jump run hold jump crunch
7299,Exercise_7299_press,Core,Beginner,13,1453,bodyweight,push curl push push jump hold row curl
7300,Exercise_7300_press,Shoulders,Advanced,90,530,dumbbell,press run crunch lift row hold press pull
7301,Exercise_7301_pull,Back,Advanced,76,133,bodyweight,crunch curl pull run hold jump row press
7302,Exercise_7302_lift,Back,Beginner,80,1248,barbell,hold press row hold jump pull row curl
7303,Exercise_7303_pull,Full Body,Advanced,21,1340,dumbbell,jump curl squat press row press row pull
7304,Exercise_7304_pull,Back,Beginner,5,1347,none,curl row row push lift push run push
7305,Exercise_7305_jump,Legs,Intermediate,51,358,kettlebell,pull squat curl press hold hold press run
7306,Exercise_7306_crunch,Cardio,Beginner,31,769,resistance band,press lift press pull crunch press crunch hold
7307,Exercise_7307_squat,Shoulders,Intermediate,6,1401,dumbbell,curl curl row push run pull pull jump
7308,Exercise_7308_squat,Core,Advanced,105,1026,kettlebell,curl press run push curl press hold jump
7309,Exercise_7309_push,Arms,Advanced,106,72,machine,pull push press push press push press row
7310,Exercise_7310_press,Full Body,Beginner,99,1063,none,jump pull press jump row curl pull squat
7311,Exercise_7311_run,Back,Intermediate,28,1105,none,pull row hold row curl row crunch lift
7312,Exercise_7312_pull,Chest,Beginner,38,80,machine,crunch squat push pull hold push press row
7313,Exercise_7313_crunch,Chest,Advanced,81,1347,resistance band,pull hold press run hold row hold jump
7314,Exercise_7314_press,Core,Intermediate,44,1211,machine,push run press crunch run lift squat row
7315,Exercise_7315_lift,Core,Advanced,74,162,machine,press press jump squat jump squat jump run
7316,Exercise_7316_curl,Back,Intermediate,28,1491,machine,press jump row press run lift hold squat
7317,Exercise_7317_row,Legs,Advanced,77,1389,dumbbell,jump curl press push press curl curl run
7318,Exercise_7318_hold,Cardio,Advanced,45,520,dumbbell,pull row press jump lift push run row
7319,Exercise_7319_hold,Legs,Beginner,32,851,barbell,jump crunch hold run run press run hold
7320,Exercise_7320_press,Full Body,Beginner,68,1124,none,curl press lift squat push lift squat press
7321,Exercise_7321_hold,Back,Intermediate,93,553,machine,crunch pull run lift pull crunch squat hold
7322,Exercise_7322_press,Full Body,Beginner,116,531,none,pull push press row pull run pull squat
7323,Exercise_7323_squat,Legs,Beginner,68,133,none,run push jump press run pull squat press
7324,Exercise_7324_curl,Arms,Intermediate,101,430,kettlebell,crunch hold hold curl pull press jump press
7325,Exercise_7325_pull,Shoulders,Intermediate,42,1395,barbell,row pull lift jump press press crunch lift
7326,Exercise_7326_pull,Shoulders,Advanced,97,1360,bodyweight,pull curl squat run press push jump curl
7327,Exercise_7327_jump,Legs,Beginner,33,181,barbell,push push push curl row run jump pull
7328,Exercise_7328_press,Core,Advanced,57,386,none,crunch crunch press press crunch jump curl pull
7329,Exercise_7329_pull,Full Body,Advanced,62,96,bodyweight,press row hold press squat squat hold curl
7330,Exercise_7330_pull,Shoulders,Intermediate,51,482,barbell,hold press hold crunch row lift row pull
7331,Exercise_7331_jump,Full Body,Intermediate,40,139,machine,press hold squat press squat jump squat press
7332,Exercise_7332_jump,Legs,Beginner,44,479,kettlebell,squat squat squat row row press crunch press
7333,Exercise_7333_pull,Arms,Intermediate,14,1027,dumbbell,jump press push push squat run press row
7334,Exercise_7334_squat,Arms,Beginner,8,539,barbell,press curl push press lift press crunch curl
7335,Exercise_7335_hold,Back,Beginner,25,881,kettlebell,press press lift press squat row run squat
7336,Exercise_7336_pull,Arms,Intermediate,83,1381,kettlebell,press press crunch curl jump press hold press
7337,Exercise_7337_crunch,Full Body,Intermediate,90,541,barbell,run hold press hold hold lift crunch row
7338,Exercise_7338_row,Chest,Advanced,76,1054,kettlebell,hold squat curl hold hold row row pull
7339,Exercise_7339_press,Arms,Advanced,57,1397,resistance band,row squat push push jump push jump press
7340,Exercise_7340_hold,Shoulders,Beginner,48,1295,bodyweight,row curl row squat curl press squat squat
7341,Exercise_7341_lift,Chest,Advanced,69,1000,kettlebell,press lift curl squat hold curl press crunch
7342,Exercise_7342_press,Back,Beginner,99,663,resistance band,curl row pull pull pull curl crunch jump
7343,Exercise_7343_hold,Arms,Beginner,21,389,barbell,lift pull run press press press pull crunch
7344,Exercise_7344_curl,Legs,Advanced,84,939,dumbbell,row row push press run press push jump
7345,Exercise_7345_squat,Full Body,Advanced,115,70,bodyweight,jump push squat squat push push jump run
7346,Exercise_7346_hold,Chest,Advanced,59,1307,barbell,curl press run run press lift crunch press
7347,Exercise_7347_pull,Core,Beginner,16,267,barbell,hold curl press lift push squat run lift
7348,Exercise_7348_squat,Cardio,Advanced,98,416,bodyweight,crunch run press press row press squat push
7349,Exercise_7349_pull,Shoulders,Beginner,100,651,barbell,row curl press squat push crunch push squat
7350,Exercise_7350_lift,Legs,Intermediate,35,304,machine,run press pull curl press press press hold
7351,Exercise_7351_run,Shoulders,Beginner,65,870,resistance band,hold crunch press curl crunch press crunch crunch
7352,Exercise_7352_row,Shoulders,Intermediate,115,1490,machine,press pull lift squat press jump hold pull
7353,Exercise_7353_squat,Cardio,Beginner,20,1128,resistance band,curl pull lift press push squat squat crunch
7354,Exercise_7354_push,Back,Beginner,74,1416,resistance band,hold hold squat press curl crunch press press
7355,Exercise_7355_push,Shoulders,Intermediate,39,665,kettlebell,press push lift run hold press pull curl
7356,Exercise_7356_crunch,Full Body,Beginner,110,759,barbell,curl hold push pull jump row lift push
7357,Exercise_7357_press,Chest,Beginner,81,653,bodyweight,row run lift run row lift lift run
7358,Exercise_7358_squat,Back,Beginner,78,1129,none,press push squat press hold row hold curl
7359,Exercise_7359_press,Full Body,Beginner,80,741,dumbbell,lift pull crunch lift lift lift jump lift
7360,Exercise_7360_row,Chest,Intermediate,43,742,machine,lift run crunch lift press jump hold pull
7361,Exercise_7361_lift,Cardio,Intermediate,90,739,barbell,squat lift run hold squat crunch hold pull
7362,Exercise_7362_hold,Legs,Advanced,71,545,machine,row lift press crunch push press push row
7363,Exercise_7363_curl,Cardio,Advanced,82,921,kettlebell,push crunch pull squat squat press lift row
7364,Exercise_7364_press,Full Body,Beginner,20,985,resistance band,press hold crunch press press hold press jump
7365,Exercise_7365_run,Chest,Advanced,52,81,none,jump crunch crunch row curl hold lift crunch
7366,Exercise_7366_press,Back,Intermediate,28,1217,kettlebell,crunch crunch squat lift row press hold curl
7367,Exercise_7367_press,Full Body,Beginner,115,1216,bodyweight,run pull lift run run crunch lift row
7368,Exercise_7368_squat,Shoulders,Advanced,46,220,none,curl pull press run crunch press pull curl
7369,Exercise_7369_jump,Back,Intermediate,21,729,kettlebell,push press curl run curl press row run
7370,Exercise_7370_press,Full Body,Intermediate,103,1398,none,press squat row lift run jump run squat
7371,Exercise_7371_run,Back,Advanced,47,766,dumbbell,squat pull run hold press hold jump run
7372,Exercise_7372_curl,Legs,Beginner,87,77,kettlebell,pull pull jump lift jump push lift run
7373,Exercise_7373_run,Shoulders,Intermediate,92,603,machine,curl squat squat squat squat curl jump pull
7374,Exercise_7374_squat,Full Body,Beginner,8,1371,barbell,run crunch run pull press run push jump
7375,Exercise_7375_lift,Core,Beginner,65,1449,kettlebell,lift curl press jump squat run lift press
7376,Exercise_7376_pull,Shoulders,Intermediate,24,9,kettlebell,jump lift curl squat squat jump row crunch
7377,Exercise_7377_squat,Back,Intermediate,88,1290,resistance band,curl squat squat lift lift jump press press
7378,Exercise_7378_hold,Arms,Beginner,54,1091,kettlebell,jump crunch jump press squat run jump press
7379,Exercise_7379_lift,Shoulders,Intermediate,117,272,resistance band,push press push pull hold row jump lift
7380,Exercise_7380_press,Cardio,Beginner,30,1173,bodyweight,squat crunch press press crunch curl push push
7381,Exercise_7381_hold,Cardio,Intermediate,105,671,bodyweight,row row crunch crunch push press run row
7382,Exercise_7382_squat,Full Body,Beginner,47,53,dumbbell,run row squat push jump press row row
7383,Exercise_7383_squat,Legs,Intermediate,91,666,bodyweight,curl press press row crunch pull lift push
7384,Exercise_7384_jump,Arms,Advanced,53,468,kettlebell,jump jump hold press pull squat pull run
7385,Exercise_7385_crunch,Cardio,Advanced,39,1323,bodyweight,row press pull curl run push press pull
7386,Exercise_7386_push,Back,Intermediate,106,337,barbell,run hold hold row push hold jump hold
7387,Exercise_7387_lift,Legs,Intermediate,72,276,dumbbell,crunch press jump crunch row lift press row
7388,Exercise_7388_curl,Legs,Intermediate,24,648,resistance band,press jump crunch run press press row jump
7389,Exercise_7389_hold,Chest,Beginner,2,850,dumbbell,crunch press jump crunch run squat press pull
7390,Exercise_7390_row,Shoulders,Beginner,98,226,none,row run squat squat jump jump curl crunch
7391,Exercise_7391_lift,Full Body,Beginner,46,636,none,press crunch press hold row run squat press
7392,Exercise_7392_run,Back,Intermediate,48,197,none,curl hold hold hold press lift run row
7393,Exercise_7393_lift,Shoulders,Beginner,89,1133,machine,jump pull press press press press hold squat
7394,Exercise_7394_lift,Legs,Beginner,47,532,resistance band,crunch run row jump pull run lift jump
7395,Exercise_7395_press,Chest,Intermediate,13,803,kettlebell,squat hold push crunch row press curl lift
7396,Exercise_7396_jump,Shoulders,Advanced,42,17,resistance band,lift run squat crunch curl press squat curl
7397,Exercise_7397_lift,Back,Intermediate,84,899,kettlebell,curl squat press press jump run row crunch
7398,Exercise_7398_row,Arms,Advanced,60,915,dumbbell,jump row pull push pull hold curl run
7399,Exercise_7399_push,Arms,Intermediate,48,1016,none,hold squat hold push row push press push
7400,Exercise_7400_curl,Back,Beginner,5,1047,machine,press jump press row pull hold press curl
7401,Exercise_7401_press,Legs,Beginner,22,118,kettlebell,pull lift push lift row pull press press
7402,Exercise_7402_lift,Cardio,Advanced,57,560,bodyweight,pull press curl push crunch run hold row
